id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnología,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_0151,Retail,Grande,0.57,131000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0152,Manufactura,Micro,0.18,9000000,Perdemos mucha información porque todo se anota en cuadernos. Nos gustaría mejorar pronto.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0153,Servicios,Mediana,0.69,104000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0154,Servicios,Mediana,1,397000000,El equipo es autónomo y la analítica nos guía en cada decisión. Nos gustaría mejorar pronto.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0155,Servicios,Mediana,0.5,28000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0156,Servicios,Mediana,0.67,137000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0157,Tecnología,Grande,0.96,267000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
"DIAG_0158,Manufactura,Pequeña,0.12,3000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas."
DIAG_0159,Tecnología,Mediana,0.51,96000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0160,Tecnología,Mediana,0.42,21000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0161,Manufactura,Mediana,0.58,111000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0162,Manufactura,Mediana,0.64,59000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0163,Retail,Grande,0.53,100000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0164,Tecnología,Grande,0.4,26000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
"DIAG_0165,Manufactura,Micro,0.34,49000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
DIAG_0166,Manufactura,Pequeña,0.39,39000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0167,Manufactura,Grande,0.24,12000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_0168,Servicios,Micro,0.05,9000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0169,Servicios,Mediana,0.68,143000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0170,Servicios,Micro,0.38,27000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0171,Manufactura,Pequeña,0.09,4000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0172,Tecnología,Mediana,0.52,85000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0173,Tecnología,Grande,0.7,132000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0174,Tecnología,Micro,0.27,18000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
"DIAG_0175,Retail,Micro,0.12,4000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_0176,Retail,Micro,0.46,19000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0177,Manufactura,Pequeña,0.4,11000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0178,Manufactura,Pequeña,0.5,83000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_0179,Servicios,Micro,0.1,6000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0180,Tecnología,Grande,0.78,55000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0181,Manufactura,Grande,0.22,40000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0182,Servicios,Micro,0.71,106000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0183,Tecnología,Mediana,0.52,85000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0184,Manufactura,Grande,0.64,127000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0185,Tecnología,Pequeña,0.34,24000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0186,Servicios,Grande,0.95,310000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_0187,Manufactura,Mediana,0.71,110000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0188,Tecnología,Micro,0.02,6000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0189,Tecnología,Mediana,0.32,37000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
"DIAG_0190,Tecnología,Mediana,0.07,10000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_0191,Retail,Grande,0.97,329000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_0192,Manufactura,Micro,0.67,104000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0193,Tecnología,Mediana,0.55,139000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0194,Manufactura,Mediana,0.25,19000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_0195,Servicios,Micro,0.15,1000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0196,Retail,Grande,0.89,230000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real.
DIAG_0197,Manufactura,Micro,0.25,49000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0198,Tecnología,Mediana,0.7,112000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0199,Servicios,Mediana,0.73,64000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0200,Tecnología,Mediana,0.66,89000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_0201,Servicios,Micro,0.04,4000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0202,Manufactura,Mediana,0.24,41000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0203,Retail,Pequeña,0.66,79000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0204,Manufactura,Micro,0.46,12000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
"DIAG_0205,Servicios,Micro,0.12,10000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_0206,Servicios,Mediana,0.32,30000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0207,Servicios,Mediana,0.63,63000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0208,Servicios,Micro,0.17,6000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
"DIAG_0209,Retail,Micro,0.11,4000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_0210,Manufactura,Mediana,0.57,68000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0211,Retail,Pequeña,0.25,50000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0212,Servicios,Mediana,0.55,58000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_0213,Manufactura,Mediana,0.31,14000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0214,Servicios,Micro,0.31,28000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0215,Tecnología,Grande,0.67,144000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0216,Servicios,Pequeña,0.38,42000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
